FID,Permit_ID,Permit_Nam,Address,City,State,Zip,County,PrimaryWas,PrimaryOpe,PermitStat,PermitExpD,Status,Latitude,Longitude,counties_FID,counties_OBJECTID,counties_PERIMETER,counties_CO_ABBR,counties_ACRES,counties_Shape_Leng,counties_RO,counties_GlobalID,counties_SHAPE_Le_1,counties_SHAPE_Area
"437",36A-LCID-2010,Old 27 LCID Landfill,123 Tate Street,Mount Holly,NC,"28120",Gaston,LCID,LF,Active,2015/10/21,Open,35.325600999999999,-81.025803999999994,"100",100.000000000000000,151477.359375000000000,GAST,232694.484375000000000,496971.956611000001431,MRO,{61D73CAC-3E1E-4566-80B2-20EFB94914D6},185718.367227167880628,10136165636.000000000000000
"438",3801-MSWLF-1989,Graham County Landfill,Atoah Road (S.R. 1112),Robbinsville,NC,"28771",Graham,MSW,LF,InactiveClosed,,Closed,35.314881000000000,-83.814571000000001,"65",65.000000000000000,144226.093750000000000,GRAH,192911.859375000000000,473181.756187000020873,ARO,{850CA4F3-06BD-44C1-8156-B9FC07B0DD77},177006.351819966861513,8403235385.100000381469727
"439",3802-MSWLF-1972,Fontana Village Resort,Gold Branch Road,Fontana Village,NC,"28733",Graham,MSW,LF,InactiveClosed,,Closed,35.439171000000002,-83.820171000000002,"65",65.000000000000000,144226.093750000000000,GRAH,192911.859375000000000,473181.756187000020873,ARO,{850CA4F3-06BD-44C1-8156-B9FC07B0DD77},177006.351819966861513,8403235385.100000381469727
"440",3901-CDLF-1997,Granville County CDLF,6584 Landfill Road,Oxford,NC,"27565",Granville,CD,LF,Active,2018/02/19,Open,36.370806000000002,-78.623645999999994,"18",18.000000000000000,174102.328125000000000,GRAN,343236.406250000000000,571200.735993999987841,RRO,{7F0F60A3-D0F1-4885-AB15-8CEDE85E596C},216399.958748131932225,14951367501.100000381469727
"441",3901-MSWLF-1981,Granville County Landfill,6584 Landfill Road,Oxford,NC,"27565",Granville,MSW,LF,InactiveClosed,,Closed,36.365470999999999,-78.623401000000001,"18",18.000000000000000,174102.328125000000000,GRAN,343236.406250000000000,571200.735993999987841,RRO,{7F0F60A3-D0F1-4885-AB15-8CEDE85E596C},216399.958748131932225,14951367501.100000381469727
"442",3901-MSWLF-2012,Oxford Subtitle D MSWLF,6584 Landfill Rd,Oxford,NC,"27565",Granville,MSW,LF,Active,,Proposed,36.365969999999997,-78.623400000000004,"18",18.000000000000000,174102.328125000000000,GRAN,343236.406250000000000,571200.735993999987841,RRO,{7F0F60A3-D0F1-4885-AB15-8CEDE85E596C},216399.958748131932225,14951367501.100000381469727
"443",3902-MSWLF-1982,Granville County Landfill,Butner Road (S.R. 1004),Butner,NC,"27581",Granville,MSW,LF,InactiveClosed,,Closed,36.161988999999998,-78.759088000000006,"18",18.000000000000000,174102.328125000000000,GRAN,343236.406250000000000,571200.735993999987841,RRO,{7F0F60A3-D0F1-4885-AB15-8CEDE85E596C},216399.958748131932225,14951367501.100000381469727
"444",39A-DEMO-,Lewis Dull Landfill,Lake Road / Hwy 56,Dutchville,NC,"27522",Granville,CD,LF,InactiveClosed,,Closed,36.130747999999997,-78.711113999999995,"18",18.000000000000000,174102.328125000000000,GRAN,343236.406250000000000,571200.735993999987841,RRO,{7F0F60A3-D0F1-4885-AB15-8CEDE85E596C},216399.958748131932225,14951367501.100000381469727
"445",4002-CDLF-1997,Greene County CDLF,105 Landfill Road,Walstonburg,NC,"27888",Greene,CD,LF,Active,2017/04/18,Open,35.525151000000001,-77.695110999999997,"59",59.000000000000000,122934.226563000003807,GREE,170453.796875000000000,403326.740828000009060,WARO,{C2F8A43D-1E43-4B01-80CA-52121D6BA256},151161.369361332297558,7424962183.230000495910645
"446",4002-MSWLF-1982,Greene County Landfill,105 Landfill Road,Walstonburg,NC,"27888",Greene,MSW,LF,InactiveClosed,,Open,35.526305999999998,-77.693797000000004,"59",59.000000000000000,122934.226563000003807,GREE,170453.796875000000000,403326.740828000009060,WARO,{C2F8A43D-1E43-4B01-80CA-52121D6BA256},151161.369361332297558,7424962183.230000495910645
"447",4101-MSWLF-1979,High Point City Of - Landfill,Riverdale Road (S.R. 1145),High Point,NC,"27263",Guilford,MSW,LF,InactiveClosed,,Closed,35.945433999999999,-79.906780999999995,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"448",4102-MSWLF-1976,Gibsonville Town Of - Landfill,1234 Springwood Church Road,Gibsonville,NC,"27249",Guilford,MSW,LF,InactiveClosed,,Closed,36.086015000000003,-79.550658999999996,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"449",4103-CDLF-1998,"Greensboro, City Of -White Street Landfill",2503 White Street,Greensboro,NC,"27405",Guilford,CD,LF,Active,2017/03/30,Open,36.108311000000000,-79.730994999999993,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"450",4103-MSWLF-1987,Greensboro City Of - Landfill,White Street,Greensboro,NC,"27405",Guilford,MSW,LF,InactiveClosed,,Closed,36.112372999999998,-79.723409000000004,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"451",4104-MSWLF-1991,High Point City Of - Landfill,3748 East Kivett Drive,High Point,NC,"27260",Guilford,MSW,LF,Active,2016/06/27,Open,35.954779000000002,-79.932986000000000,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"452",4112-MSWLF-1997,"Greensboro, City Of",2503 White Street,Greensboro,NC,"27405",Guilford,MSW,LF,Active,2015/04/14,Open,36.108308000000001,-79.730953000000000,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"453",4116-CDLF-,High Point C&D Debris Landfill,5830 Riverdale Drive,Jamestown,NC,"27282",Guilford,CD,LF,InactiveClosed,,Open,35.951441000000003,-79.921730999999994,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"454",4116-CDLF-2012,High Point C&D Debris Landfill,5830 Riverdale Drive,Jamestown,NC,"27282",Guilford,CD,LF,Active,2014/02/20,Open,35.951410000000003,-79.921430000000001,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"455",4117-CDLF-2008,A-1 Sandrock C&D Landfill,2091 Bishop Road,Greensboro,NC,"27406",Guilford,CD,LF,Active,2013/11/06,Open,35.989069999999998,-79.847120000000004,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"456",418814-LCID-,Billy J. Coley,4925 O'Ferrel Farm Road,Mcleansville,NC,"27301",Guilford,LCID,LF,InactiveClosed,,Closed,36.161025000000002,-79.683081000000001,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"457",418815-LCID-,Bobby S. Sizemore Demolition Landfill,5148 Bunch Road,Summerfield,NC,"27358",Guilford,LCID,LF,InactiveClosed,,Closed,36.174233999999998,-79.918550999999994,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"458",41881A-LCID-,A-1 Sandrock Inc.,2091 Bishop Road,Greensboro,NC,"27406",Guilford,LCID,LF,InactiveClosed,,Open,35.993473999999999,-79.852266000000000,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"459",419018-LCID-,James W. Hilton,7835 Sutter Road,Greensboro,NC,"27455",Guilford,LCID,LF,InactiveClosed,,Closed,36.216642999999998,-79.810781000000006,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"460",41A-DEMO-,G W Emory,N. Regional Road,Greensboro,NC,"27409",Guilford,CD,LF,InactiveClosed,,Closed,36.105392999999999,-79.959545000000006,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"461",41B-DEMO-,David H Griffin,Wiley Davis Road,Greensboro,NC,"27407",Guilford,CD,LF,InactiveClosed,,Closed,36.005861000000003,-79.858241000000007,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"462",41C-LCID-,R K  Simmons Demo Landfill,1918 Trosper Road,Greensboro,NC,"27455",Guilford,LCID,LF,InactiveClosed,,Closed,36.168263000000003,-79.830905000000001,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"463",41D-DEMO-,Hazel Sizemore Demo Landfill,5879 Stanley Huff Road,Summer Field,NC,"27358",Guilford,CD,LF,InactiveClosed,,Closed,36.169615000000000,-79.917291000000006,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"464",41E-DEMO-,Ed Montgomery Demo Landfill,Wades Store Road,Greensboro,NC,"27406",Guilford,CD,LF,InactiveClosed,,Closed,35.996906000000003,-79.654201999999998,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"465",41F-DEMO-,Joyce Demo Landfill,Commercial Road,Greensboro,NC,"27407",Guilford,CD,LF,InactiveClosed,,Closed,35.994816999999998,-79.864587999999998,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"466",41G-DEMO-,Strickland Groome Demo Landfill,Montview Street,Greensboro,NC,"27406",Guilford,CD,LF,InactiveClosed,,Closed,35.998466000000001,-79.845630999999997,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"467",41H-DEMO-,Groome Demo Landfill,Montview Street,Greensboro,NC,"27406",Guilford,CD,LF,InactiveClosed,,Closed,35.998983000000003,-79.846596000000005,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"468",41I-LCID-,"Winfree Road Landfill, Inc.",7965 Winfree Road,Summerfield,NC,"27358",Guilford,LCID,LF,Active,2015/11/10,Open,36.225662999999997,-79.907531000000006,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"469",41J-LCID-2010,"Heritage Farm Properties, LLC LCID Landfill",2124 Scalesville Road,Summerfield,NC,"27358",Guilford,LCID,LF,Active,2015/10/08,Open,36.229259999999996,-79.892009999999999,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"470",41K-LCID-,Coble Demo Landfill,Ruralview Road,Gibsonville,NC,"27249",Guilford,LCID,LF,InactiveClosed,,Closed,36.168973000000001,-79.634231000000000,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"471",41L-DEMO-,L Baynes Demo Landfill,Montview Street,Greensboro,NC,"27406",Guilford,CD,LF,InactiveClosed,,Closed,36.000289000000002,-79.845142999999993,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"472",41M-DEMO-,Fitzgerald Demo Landfill,Flemming Street,Greensboro,NC,"27410",Guilford,CD,LF,InactiveClosed,,Closed,36.124603000000000,-79.902591999999999,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"473",41N-CDLF-,Wiley David Landfill,Wiley Davis Road,Greensboro,NC,"27407",Guilford,CD,LF,InactiveClosed,,Closed,36.005612999999997,-79.857712000000006,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"474",41O-LCID-,Doggett Construction Company,2075 Bishop Road,Greensboro,NC,"27406",Guilford,LCID,LF,Active,2015/10/08,Open,35.991259999999997,-79.841560000000001,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"475",41P-LCID-,Fryar Grading and Hauling LCID Landfill,5230 McLeansville Road,Mcleansville,NC,"27301",Guilford,LCID,LF,Active,2015/11/29,Open,36.097780000000000,-79.680620000000005,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"476",41Q-LCID-,High Rock LCID Landfill,3802 High Rock Road,Gibsonville,NC,"27249",Guilford,LCID,LF,InactiveClosed,,Open,36.144742000000001,-79.605131000000000,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"477",41R-LCID-2011,Viewmont Sandrock Mine And Landfill,4048 Viewmont Road,Greensboro,NC,"27406",Guilford,LCID,LF,Active,2016/10/17,Open,35.998308999999999,-79.849570999999997,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"478",41S-LCID-,"D & D Grading, Inc.",1411 Rankin Mill Road,McCleansville,NC,"27301",Guilford,LCID,LF,Active,2015/07/15,Open,36.115563000000002,-79.717146000000000,"2",2.000000000000000,166183.500000000029104,GUIL,420968.937500000000000,545220.367738000000827,WSRO,{89252321-2FBA-4FB3-A6E8-C6BAEFC91FAD},205797.586927112948615,18337394618.900001525878906
"479",4203-INDUS-1981,Champion International,NC Highway 48,Roanoke  Rapids,NC,"27870",Halifax,Indus,LF,InactiveClosed,,Closed,36.462381000000001,-77.637921000000006,"22",22.000000000000000,270593.875000000000000,HALI,468009.031250000000000,887773.519196999957785,RRO,{748A0CA8-FC6D-4682-8032-EB5D0A68E6A6},335773.563775719085243,20386459635.500000000000000
"480",4204-CDLF-1998,Halifax County Landfill,921 Liles Road,Littleton,NC,"27850",Halifax,CD,LF,Active,2016/03/26,Open,36.374326000000003,-77.812304999999995,"22",22.000000000000000,270593.875000000000000,HALI,468009.031250000000000,887773.519196999957785,RRO,{748A0CA8-FC6D-4682-8032-EB5D0A68E6A6},335773.563775719085243,20386459635.500000000000000
"481",4204-CDLF-2013,Halifax County Landfill,921 Liles Road,Littleton,NC,"27850",Halifax,CD,LF,Active,,Open,36.374326000000003,-77.812304999999995,"22",22.000000000000000,270593.875000000000000,HALI,468009.031250000000000,887773.519196999957785,RRO,{748A0CA8-FC6D-4682-8032-EB5D0A68E6A6},335773.563775719085243,20386459635.500000000000000
"482",4204-INDUS-1994,Halifax County Landfill,921 Liles Road,Littleton,NC,"27850",Halifax,Indus,LF,Active,2017/03/27,Open,36.374772000000000,-77.810526999999993,"22",22.000000000000000,270593.875000000000000,HALI,468009.031250000000000,887773.519196999957785,RRO,{748A0CA8-FC6D-4682-8032-EB5D0A68E6A6},335773.563775719085243,20386459635.500000000000000
"483",4204-MSWLF-1981,Halifax County Landfill,Liles Road (S.R. 1417),Aurelian Spring,NC,"27850",Halifax,MSW,LF,InactiveClosed,,Closed,36.374326000000003,-77.812304999999995,"22",22.000000000000000,270593.875000000000000,HALI,468009.031250000000000,887773.519196999957785,RRO,{748A0CA8-FC6D-4682-8032-EB5D0A68E6A6},335773.563775719085243,20386459635.500000000000000
"484",42A-LCID-,Roanoke Valley LCID Landfill,2055 NC Highway 301,Weldon,NC,"27870",Halifax,LCID,LF,Active,2015/06/10,Open,36.404097000000000,-77.597581000000005,"22",22.000000000000000,270593.875000000000000,HALI,468009.031250000000000,887773.519196999957785,RRO,{748A0CA8-FC6D-4682-8032-EB5D0A68E6A6},335773.563775719085243,20386459635.500000000000000
"485",4302-CDLF-1998,Harnett County CDLF,449 Daniels Road,Dunn,NC,"28334",Harnett,CD,LF,Active,2008/07/01,Open,35.365132000000003,-78.647531999999998,"64",64.000000000000000,179126.390625000000000,HARN,384759.031250000000000,587683.883751000044867,FRO,{BC1FE3D8-89FA-4DCF-82F8-5795187F5699},219816.904241785727208,16760093161.899999618530273
"486",4302-LCID-,Harnett County-Dunn/Erwin LCID Landfill,449 Daniels Rd,Dunn,NC,"27546",Harnett,LCID,LF,Active,2008/07/01,Open,35.368017000000002,-78.651013000000006,"64",64.000000000000000,179126.390625000000000,HARN,384759.031250000000000,587683.883751000044867,FRO,{BC1FE3D8-89FA-4DCF-82F8-5795187F5699},219816.904241785727208,16760093161.899999618530273
"487",4302-MSWLF-1988,Harnett County Landfill,Ashe Avenue (S.R. 1725),Dunn/Erwin,NC,"28334",Harnett,MSW,LF,InactiveClosed,,Closed,35.365302000000000,-78.647531999999998,"64",64.000000000000000,179126.390625000000000,HARN,384759.031250000000000,587683.883751000044867,FRO,{BC1FE3D8-89FA-4DCF-82F8-5795187F5699},219816.904241785727208,16760093161.899999618530273
"488",4303-CDLF-1997,Harnett Co Anderson Crk C&D Landfill,1086 Poplar Drive,Lillington,NC,"27546",Harnett,CD,LF,Active,2019/03/14,Open,35.293647000000000,-78.997405999999998,"64",64.000000000000000,179126.390625000000000,HARN,384759.031250000000000,587683.883751000044867,FRO,{BC1FE3D8-89FA-4DCF-82F8-5795187F5699},219816.904241785727208,16760093161.899999618530273
"489",4303-MSWLF-1984,Harnett Co Anderson Creek Landfill,Poplar Drive (S.R. 1164),Lillington,NC,"28390",Harnett,MSW,LF,InactiveClosed,,Closed,35.290917999999998,-78.998086999999998,"64",64.000000000000000,179126.390625000000000,HARN,384759.031250000000000,587683.883751000044867,FRO,{BC1FE3D8-89FA-4DCF-82F8-5795187F5699},219816.904241785727208,16760093161.899999618530273
"490",43A-DEMO-,Campbell University,U.S. Hwy 421,Buies Creek,NC,"27506",Harnett,CD,LF,InactiveClosed,,Closed,35.405802999999999,-78.758627000000004,"64",64.000000000000000,179126.390625000000000,HARN,384759.031250000000000,587683.883751000044867,FRO,{BC1FE3D8-89FA-4DCF-82F8-5795187F5699},219816.904241785727208,16760093161.899999618530273
"491",43B-LCID-1993,Harnett County LCID Landfill,Poplar Drive (S.R. 1164),Lillington,NC,"28390",Harnett,LCID,LF,InactiveClosed,,Closed,35.290917999999998,-78.998086999999998,"64",64.000000000000000,179126.390625000000000,HARN,384759.031250000000000,587683.883751000044867,FRO,{BC1FE3D8-89FA-4DCF-82F8-5795187F5699},219816.904241785727208,16760093161.899999618530273
